,Texto,Sentimento
572,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
573,"Caralho eu devia ter votado 13, obg Lula o pobre merece se fuder msm
https://t.co/kNo3ISbE8D",Insatisfeito
574,"*MAIS CRECHES VINDO AÍ!* 🎒👶🏼

As obras de 1.189 creches foram retomadas em todo o país. 265 estão paradas e 924 não… https://t.co/sgpaWf2hax",Insatisfeito
575,RT @liberal22_rs: Um menino interrompeu discurso de Lula para pedir diminuição no preço da picanha. É vergonha atrás de vergonha esse gover…,Insatisfeito
576,"RT @AntonioGloves: Além de reconhecer obesidade como problema de saúde e fazer piada gordofobicas, Lula MENTE ao dizer que a Ministra da Sa…",Insatisfeito
577,"RT @MBLivre: 🚨MST COM MEDO

O movimento invasor de terras foi implorar para Lula intervir e tentar barrar a instalação de uma CPI que vai i…",Insatisfeito
578,"RT @FlavioBolsonaro: O governo Bolsonaro registrou queda HISTÓRICA de invasões de fazendas. Já no governo Lula, em poucos meses, as invasõe…",Insatisfeito
579,"Apesar do recorde de desmatamento em fevereiro, Gilmar Mendes diz que Lula fez ‘clara modificação’ na política ambi… https://t.co/l7nAw6iFGP",Insatisfeito
580,"RT @EduGiraoOficial: COINCIDÊNCIA?Leniente c/invasões do MST,min petista do Des.Agrário de LULA é defensor da liberação da maconha.Será q q…",Insatisfeito
581,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
582,RT @alertatotal: Lula promove insegurança jurídica... Empresários que fizeram o L... Agora não adianta chorar... Quem reclama já perdeu...,Insatisfeito
583,https://t.co/p54TbmQkOO,Insatisfeito
584,"RT @FlavioBolsonaro: O governo Bolsonaro registrou queda HISTÓRICA de invasões de fazendas. Já no governo Lula, em poucos meses, as invasõe…",Insatisfeito
585,@schmittpaula Brasil = Lula = Narcotraficante,Insatisfeito
586,"Minha avó ficou em choque com o confisco. Eu era jovem e fui lá perturbar, já que ela tinha votado no Collor porque… https://t.co/tX5f8Ny1Qg",Insatisfeito
587,"RT @futricasefofoca: Criança interrompe discurso para dizer que ama o presidente: “Oi Lula… eu te amo” 🥹

 https://t.co/r6vQWlQV08",Insatisfeito
588,"RT @claudio_couto: Há algo que não tem sido comentado sobre o escândalo da arapongagem da Abin durante o governo Bolsonaro.
Quando o contra…",Insatisfeito
589,"@LeonardoBoff Fica tranquilo, seu ídolo Lula, vai lá tomar uma cervejinha com eles e resolve tudo.
Enfim, LULA SENDO LULA !!!",Insatisfeito
590,RT @helenaesimon: @cordao1bilicau @Metropoles Como pode? O estado que produziu Lula tem a coragem de votar numa pessoa dessa?,Insatisfeito
591,"RT @deppauloguedes: FIZ O L PRA TER UM PRESIDENTE QUE ASSIM:
- Oh Lula, Lula!
- Tudo bem?
- Eu te amo!
- Eu te amo também!

É um presidente…",Insatisfeito
592,RT @MTMmarcelobob: Lula é o cara,Insatisfeito
593,"RT @RaulCosmo1: A ARTE PORNOGRÁFICA DE ROUBAR O QUE É DOS OUTROS, PRODUZIDO COM O SUOR DE MILHÕES DE ROSTOS.
https://t.co/VAkWCMQ4NS",Insatisfeito
594,"RT @SigaPepeVargas: ""OI, LULA. TE AMO"" 😍❤️ https://t.co/J6hrRvqpqE",Insatisfeito
595,"RT @EduGiraoOficial: COINCIDÊNCIA?Leniente c/invasões do MST,min petista do Des.Agrário de LULA é defensor da liberação da maconha.Será q q…",Insatisfeito
596,"RT @freu_rodrigues: Constarngimento: Âncora da CNN, militante de esquerda, é obrigada a dizer que pesquisa avaliou Lula como péssimo para a…",Insatisfeito
597,RT @lazarorosa25: AVALIAÇÃO DO GOVERNO LULA: Povo satisfeito = Mercado financeiro triste https://t.co/O519zTSjcC,Insatisfeito
598,"RT @lazarorosa25: Presidente Lula com a família de Marcelo Arruda, covardemente assassinado no dia do seu aniversário por um bolsonarista.…",Insatisfeito
599,"RT @BolsonaroSP: Flávio Dino, o ministro que entra na Maré, complexo de favelas mais armado do Rio, com apenas 2 carros e sem trocar tiros…",Insatisfeito
600,"RT @LoboEmerson: Presidente Lula prometeu namoro, mas nem ficante ta tendo",Insatisfeito
601,@LulaOficial @ricardostuckert LULA GENOCIDA!!! https://t.co/Sh4QphMYBs,Insatisfeito
602,"RT @NarciPlay: Oi Lula, eu te amo! https://t.co/0xNeeiahnH",Insatisfeito
603,"Em 73 dias de governo Lula, reservas internacionais cresceram US$ 14,2 bilhões https://t.co/5eYRRPP1T2 Volume das r… https://t.co/hMSkFfHtK9",Insatisfeito
604,"RT @SigaGazetaBR: #ATENÇÃO: Bancos suspendem concessão de consignado para aposentados após decisão do Governo Lula
 https://t.co/s4NbQ8zcEu",Insatisfeito
605,"@cappellarianton Legal mesmo são  os filhos do Lula ?
DESCONDENADO !",Neutro
606,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
607,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
608,"RT @deppauloguedes: FIZ O L PRA TER UM PRESIDENTE QUE ASSIM:
- Oh Lula, Lula!
- Tudo bem?
- Eu te amo!
- Eu te amo também!

É um presidente…",Insatisfeito
609,"RT @cesarcalejon1: Você pode achar que é um truque, mas, após os anos do bolsonarismo, quando o ódio e a violência foram usados para fazer…",Insatisfeito
610,@GuilhermeBoulos Mente tanto que a sua cara nem queima né? 🤣🤣🤣🤣 Quem organizou a quebradeira foi o seu pai... LULA… https://t.co/fGHwAXOLdz,Insatisfeito
611,#CNNBrasil #GloboNews A JOVEM PAN NEWS E A RECORD. 2 EMISSORAS Q JA CAÍRÃO. TA ACUSANSO LULA. DAS COISAS Q O FUJAO… https://t.co/FCaFVipwHm,Insatisfeito
612,RT @lazarorosa25: Criança para o Presidente: “Lula Lula! Já caiu o preço da picanha!”. https://t.co/nkhTzWuQxn,Insatisfeito
613,"RT @lazarorosa25: ""Eu orei, curei o Lula e ele não fez nada por mim e pela Record"". Olha o nível do ""cristão"".",Insatisfeito
614,@liberal22_rs @nikolas_dm rei morto rei posto. quando o Bolsonaro estava controlando a Bic e soltava a grana o Date… https://t.co/g7cZh8CgAk,Insatisfeito
615,"RT @13aperto13: Oi Lula, oi Lula  também te amo! https://t.co/HLWnlq6DEW",Insatisfeito
616,"RT @gleisi: Testemunhei esse bonito gesto do presidente Lula com a família do companheiro Marcelo Arruda. Marcelo, presente!",Insatisfeito
617,"@0iSakura Então quer dizer que o Lula tava certo em revogar o piso dos enfermeiros? 

Até um relógio quebrado acerta as vezes kkkkkk",Insatisfeito
618,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
619,"RT @mariadorosario: Na posse da Itaipu Binacional, uma criança surpreendeu Lula. Veja que momento lindo! ❤️ https://t.co/pWrqeY9O0r",Insatisfeito
620,"Sabe aquela  elite egocentrista, do atraso, colonialista e escravocrata,  pois é! Ela está desesperada, pois o Lula… https://t.co/3akjYPSsok",Insatisfeito
621,"RT @OliverO14271969: Oi Lula! 😍😍😍
Vida longa ao nosso presidente!                     https://t.co/6Vf729nfF9",Insatisfeito
622,"RT @choquei: 🚨AGORA: Governo Lula anuncia que o nome do programa que vai dar passagens aéreas por R$ 200 reais vai se chamar “Voa, Brasil”.…",Insatisfeito
623,"@Analise2023 jair é o adversario mais forte de lula.
toda a lavagem cerebral e construção do marketing em cima dele… https://t.co/pWxgCUudqg",Insatisfeito
624,"RT @VILMARBRUNO4: O Flávio Dino, ministro da Justiça do desgoverno Lula,  visitou o tráfico no Rio de Janeiro, e o pior é que as FFAA não s…",Insatisfeito
625,"RT @deppauloguedes: JÁ CAIU O PREÇO DA PICANHA!
Até as crianças já sabem que o Governo Lula trabalha pra reconstruir o Brasil para o povo b…",Insatisfeito
626,"Rolando pelas redes sociais...🤦🏻‍♂️

Não é bem um ""bem-feito"".
Está mais para um ""se colhe o que se planta"", certo?… https://t.co/GJMXT2c3AL",Insatisfeito
627,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
628,"RT @deppauloguedes: FIZ O L PRA TER UM PRESIDENTE QUE ASSIM:
- Oh Lula, Lula!
- Tudo bem?
- Eu te amo!
- Eu te amo também!

É um presidente…",Insatisfeito
629,"RT @LuizCamargoVlog: VÍDEO NOVO!!!

O GOVERNO ESTÁ PARA IMPLODIR! Os próximos dias serão cruciais para Lula e sua quadrilha! https://t.co/4…",Insatisfeito
630,"TERÇO DA TRANSFORMAÇÃO 
Deputados pedem que PGR investigue Lula por tentativa de barrar CPMI do atos de 8/1 
 https://t.co/N8Q9dBuXlg",Insatisfeito
631,"@o_antagonista Quando esses mulas do Lula falam ""rachadinha"" lembro logo do André Ciciliano do PT.",Insatisfeito
632,"RT @conservacomenta: Lula já falou mal da obesidade, falou que a escravidão trouxe algo lindo que é a miscigenação, já falou que banheiro t…",Insatisfeito
633,@elpais_america @nayibbukele Ensina o Lula!,Insatisfeito
634,"RT @candundaradasi: Daha 3 ay önce Brezilya’da başkanlık seçimlerini kaybeden Başkan Bolsonaro, koltuğu bırakmamak için direndi. Taraftarla…",Insatisfeito
635,"RT @253730: Oi Lula
Eu te amo",Insatisfeito
636,"RT @BolsonaroSP: Flávio Dino, o ministro que entra na Maré, complexo de favelas mais armado do Rio, com apenas 2 carros e sem trocar tiros…",Insatisfeito
637,https://t.co/4fIAQqZwkD,Insatisfeito
638,"RT @elikatakimoto: Pausa para esse momento de fofura:

- Oi, Lula. Oi, Lula.
- Fala, querido.
- Eu te amo.
- Eu te amo também. https://t.co…",Insatisfeito
639,RT @sudornelles: - oi Lula https://t.co/qm7JuMVEDm,Insatisfeito
640,"RT @lulaverso: “Lula Lula! Já caiu o preço da picanha!” 
é muita fofura e sabedoria juntas! https://t.co/hdEs9r4qvu",Insatisfeito
641,"RT @mspbra: Criança cobra Lula ao vivo sobre o preço da picanha e o deixa em situação constrangedora.

“As coisas não podem acontecer do di…",Insatisfeito
642,"RT @cornost0ne: Governo Lula anuncia o programa Meu Pai Minha Vida, que promete dar dois milhões pais até 2026 para todas as pessoas obceca…",Insatisfeito
643,"RT @mariadorosario: Na posse da Itaipu Binacional, uma criança surpreendeu Lula. Veja que momento lindo! ❤️ https://t.co/pWrqeY9O0r",Insatisfeito
644,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
645,"RT @253730: Oi Lula
Ahhh a pureza das crianças !!",Insatisfeito
646,"RT @Zambelli2210: Novamente lula ataca e menospreza o esforço exaustivo e o mérito dos servidores concursados para justificar seus atos.

C…",Insatisfeito
647,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
648,"RT @folha: Lula acumula gafes desde a campanha eleitoral, de escravidão a Covid; veja https://t.co/WwYV8LODUz",Insatisfeito
649,"RT @PCO29: Há dois ministros no governo Lula ligados diretamente a Open Society e ao NED, subsidiária da CIA. É uma expressão do tamanho da…",Insatisfeito
650,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
651,"RT @BolsonaroSP: Flávio Dino, o ministro que entra na Maré, complexo de favelas mais armado do Rio, com apenas 2 carros e sem trocar tiros…",Insatisfeito
652,"RT @izanildo_sabino: @jairbolsonaro Agora temos um presidente que trata o seu povo com carinho e afeto. 
- Oi, Lula. Oi, Lula.
- Fala, quer…",Insatisfeito
653,"RT @VILMARBRUNO4: O Flávio Dino, ministro da Justiça do desgoverno Lula,  visitou o tráfico no Rio de Janeiro, e o pior é que as FFAA não s…",Insatisfeito
654,lula minha irmã é correspondente bancária então não irei fazer o l dessa vez 😭,Insatisfeito
655,"@revistaoeste Tem razão, tem o dedo dele e do Ex-Presidiário Ladrão do Lula",Insatisfeito
656,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
657,RT @LulaOficial: Presidente Lula na cerimônia de posse do novo Diretor-Geral Brasileiro da ItaipuBinacional https://t.co/Z89Z2JwZ7d,Insatisfeito
658,"RT @habitxc: “oi lula, eu te amo” 🥹 https://t.co/f9PamO17EK",Insatisfeito
659,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
660,"RT @EduGiraoOficial: COINCIDÊNCIA?Leniente c/invasões do MST,min petista do Des.Agrário de LULA é defensor da liberação da maconha.Será q q…",Insatisfeito
661,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
662,"RT @vozesspaces: 🇧🇷😀 FANTÁSTICO #VozesProgressistas Olha isso 🥰 Que momento 

Garotinho interrompe presidente Lula durante cerimônia do nov…",Insatisfeito
663,"RT @_onurbBR: Os ministros das comunicações e do turismo permanecem nos respectivos cargos, pois Lula resolveu assim.

E imprensa não fala…",Insatisfeito
664,"Incrível como a ⁦@gleisi⁩ consegue estar sempre do lado certo dos debates, a craque do jogo do início do governo Lu… https://t.co/eNDwZY5GwH",Insatisfeito
665,"RT @historia_pensar: Disputando o 2º turno contra Lula, Collor passou a afirmar que o seu adversário planejava confiscar a poupança e conge…",Insatisfeito
666,Deputado surpreende com vídeo de ‘apoio’ do ex-presidiário Lula a CPI e causa briga no plenário da Câmara (veja o v… https://t.co/k48r8uHX2E,Insatisfeito
667,"RT @nikolas_dm: Lula diz que banheiro trans é invenção de satanás e que obesidade é doença e faz piada sobre. Não importa o que diz, mas qu…",Insatisfeito
668,"RT @Morpheus1966_: Olha que coisa mais linda
Mais cheia de graça
É ele, um menino
Que vem e que fala,
“Oi Lula, Oi Lula,
Eu te amo!” https:…",Insatisfeito
669,"RT @elikatakimoto: Pausa para esse momento de fofura:

- Oi, Lula. Oi, Lula.
- Fala, querido.
- Eu te amo.
- Eu te amo também. https://t.co…",Insatisfeito
670,"RT @lazarorosa25: Governo Lula: Em 73 dias as reservas internacionais aumentaram em US$ 14,2 bilhões. Com Jair, as reservas emagreceram US$…",Insatisfeito
671,"RT @lazarorosa25: Presidente Lula com a família de Marcelo Arruda, covardemente assassinado no dia do seu aniversário por um bolsonarista.…",Insatisfeito
672,RT @UOLNoticias: Lula encontra esposa e filhos de petista morto por bolsonarista no Paraná https://t.co/H5YOdlqmYn,Insatisfeito
673,RT @carlosjordy: Ministro da Justiça de lula visita o Complexo da Maré e se reúne com lideranças. Ele foi sem segurança nem escolta. Convoc…,Insatisfeito
674,"RT @DCM_online: VÍDEO – “Te amo, Lula”: Menino interrompe presidente em discurso para dizer que “o preço da picanha caiu”
https://t.co/NLa5…",Insatisfeito
675,"RT @RobertoSilva271: @A_MelhorNoticia Por isso eu votei Lula. Para não dar nada pro Macedo, iurd e Record. Segue o baile.",Insatisfeito
676,"RT @byarielly: “oi lula… eu te amo!”
“… eu te amo também”
que coisa mais fofa 🥺🥺🥺🥺🥺 https://t.co/nU2N72aSai",Insatisfeito
677,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
678,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
679,RT @TerraBrasilnot: Formanda em Direito desce escadas ao som do jingle ”Lula Ladrão” e faz duro discurso contra corrupção; VEJA VÍDEO https…,Insatisfeito
680,"RT @cesarcalejon1: Você pode achar que é um truque, mas, após os anos do bolsonarismo, quando o ódio e a violência foram usados para fazer…",Insatisfeito
681,RT @liberal22_rs: Um menino interrompeu discurso de Lula para pedir diminuição no preço da picanha. É vergonha atrás de vergonha esse gover…,Insatisfeito
682,RT @mspbra: Tarcísio amaciando a picanha do Lula... https://t.co/hHhtdt8Mbj,Insatisfeito
683,RT @Huaira_Runa: Lula se reúne con la familia de un militante del PT asesinado por un bolsonarista - RT https://t.co/E7IWul8QaD https://t.c…,Insatisfeito
684,RT @TerraBrasilnot: Governo Lula ‘ignora’ crime organizado e dispara críticas à PM em lançamento de programa https://t.co/FZNN8OQfJ0,Insatisfeito
685,"RT @TerraBrasilnot: Constarngimento: Âncora da CNN, militante de esquerda, é obrigada a dizer que pesquisa avaliou Lula como péssimo para a…",Insatisfeito
686,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
687,"RT @cesarcalejon1: O Lula, após ouvir que a criança o amava, disse ""eu te amo também"". Um cara que só fala de amor, paz, combate à fome, cr…",Insatisfeito
688,"RT @smnthbruxa: Oi, Lula, eu te amo! ❤️💕
 https://t.co/QU0N62cfip",Insatisfeito
689,"RT @leandroruschel: Míriam Leitão, a ""Amélia"" do PCdoB, afirmou que ""executivos do mercado financeiro se deixaram levar pela ideologia"", ao…",Insatisfeito
690,"RT @lazarorosa25: Presidente Lula com a família de Marcelo Arruda, covardemente assassinado no dia do seu aniversário por um bolsonarista.…",Insatisfeito
691,"RT @cabogilberto: O Nordeste está sendo vítima do desgoverno Lula!

Após décadas de espera pela transposição do rio São Francisco, o povo n…",Insatisfeito
692,"RT @viniciuscfp82: Jornalistas da CNN se chocam com os dados econômicos da Argentina e falam em lástima. Algum amigão de Lula, na América L…",Insatisfeito
693,RT @carlosjordy: Ministro da Justiça de lula visita o Complexo da Maré e se reúne com lideranças. Ele foi sem segurança nem escolta. Convoc…,Insatisfeito
694,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
695,"RT @amaliabarros: Após oferecer R$ 60 milhões, agora Lula começa a liberar cargos de 2° escalão, para deputados retirarem assinaturas da CP…",Insatisfeito
696,"RT @historia_pensar: Disputando o 2º turno contra Lula, Collor passou a afirmar que o seu adversário planejava confiscar a poupança e conge…",Insatisfeito
697,RT @TerraBrasilnot: Homem coloca repórter em ‘saia justa’ ao vivo após ligar vitória de Lula à série de ataques de facção no RN: “O amor ve…,Insatisfeito
698,"RT @lulaverso: “Lula Lula! Já caiu o preço da picanha!” 
é muita fofura e sabedoria juntas! https://t.co/hdEs9r4qvu",Insatisfeito
699,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
700,"RT @vimeirim: CENÁRIO: Lula discursa na posse de Enio Verri, novo Diretor-Geral brasileiro da Itaipu Binacional. Momento  solene e de repen…",Insatisfeito
701,"RT @DinoDebochado: A gente passou tanto tempo com um ser desprezível na presidência, que um simples gesto desse nos enche de esperança. 

T…",Insatisfeito
702,"RT @MarciaSanttos12: ESSES ATAQUES COORDENADOS ,VAI FAVORECER A QUEDA DO LULA. DETALHE ,CHEGARÁ O MOMENTO QUE AS FFAA SERÁ OBRIGADAS Á TOMA…",Insatisfeito
703,"RT @cabogilberto: O Nordeste está sendo vítima do desgoverno Lula!

Após décadas de espera pela transposição do rio São Francisco, o povo n…",Insatisfeito
704,@JanjaLula Dona Janja eu também amo o Lula❤️,Insatisfeito
705,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
706,"RT @DCM_online: VÍDEO – “Te amo, Lula”: Menino interrompe presidente em discurso para dizer que “o preço da picanha caiu”
https://t.co/NLa5…",Insatisfeito
707,"RT @Belzebu___666: O Diabo vai esclarecer essa desinformação

1- O estado é laico, governo nenhum precisa fazer algo pra você ou por você.…",Insatisfeito
708,"RT @SigaGazetaBR: #ATENÇÃO: Bancos suspendem concessão de consignado para aposentados após decisão do Governo Lula
 https://t.co/s4NbQ8zcEu",Insatisfeito
709,"RT @deppauloguedes: FIZ O L PRA TER UM PRESIDENTE QUE ASSIM:
- Oh Lula, Lula!
- Tudo bem?
- Eu te amo!
- Eu te amo também!

É um presidente…",Insatisfeito
710,"RT @deppauloguedes: AS VOLTAS QUE O MUNDO DÁ:
O gado dizia que se Lula ganhasse a eleição nós teríamos que comer cachorro.
Lula venceu e tá…",Insatisfeito
711,"RT @CarolDeToni: A PICANHA NUNCA CHEGOU, MAS O “BOLSA AVIÃO” VEM AÍ!🤡
A promessa da vez são passagens aéreas a R$ 200 p públicos selecionad…",Insatisfeito
712,"RT @lulaverso: “Lula Lula! Já caiu o preço da picanha!” 
é muita fofura e sabedoria juntas! https://t.co/hdEs9r4qvu",Insatisfeito
713,RT @LulaOficial: Presidente Lula na cerimônia de posse do novo Diretor-Geral Brasileiro da ItaipuBinacional https://t.co/Z89Z2JwZ7d,Insatisfeito
714,RT @jonghocalcinha: shuaibo novo ladrão que mereceu ter roubado vitória pq ele merece td do mundo blz — foi só o lula assumir q a roubalhei…,Insatisfeito
715,RT @brasilud: O Lula nem imagina do perigo que ele tá criando pro Movimento Estudantil com essa história de passagem custando 200R$,Insatisfeito
716,RT @alertatotal: A @recordtvoficial deu a notícia corretamente 👀 Governo Lula comete crime de corrupção ao comprar apoio de parlamentares p…,Insatisfeito
717,"@TerraBrasilnot Ele só quer chamar atenção,  se fosse contra rachadinha estaria criticando André Ciciliano no atual… https://t.co/ErC2e7lyc1",Insatisfeito
718,RT @pollycabral1: Eita como o Lula é amado ❤️ que fofura https://t.co/K5eVwcKyl9,Insatisfeito
719,"RT @lulaverso: “Lula Lula! Já caiu o preço da picanha!” 
é muita fofura e sabedoria juntas! https://t.co/hdEs9r4qvu",Insatisfeito
720,"RT @lulaverso: “Lula Lula! Já caiu o preço da picanha!” 
é muita fofura e sabedoria juntas! https://t.co/hdEs9r4qvu",Insatisfeito
721,"RT @iriny_13: Como é bom ver o Brasil ser governado por presidente afetivo.

- Oi, Lula. Oi, Lula.
- Fala, querido.
- Eu te amo.
- Eu te am…",Insatisfeito
722,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
723,RT @JornalDaCidadeO: Formanda de direito usa jingle contra Lula e faz discurso épico em defesa da justiça e da liberdade de expressão (veja…,Insatisfeito
724,"RT @henriolliveira_: Onde estão os MALDITOS que chamavam de FAKE NEWS todas as VERDADES que estão sendo comprovadas agora?

- inutilidade d…",Muito insatisfeito
725,"RT @lazarorosa25: ""Eu orei, curei o Lula e ele não fez nada por mim e pela Record"". Olha o nível do ""cristão"".",Insatisfeito
726,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
727,"Bispo Edir Macedo diz em vídeo postado em suas redes que orou por Lula quando o presidente estava doente, mas o pet… https://t.co/hhUIZNqiV0",Insatisfeito
728,"RT @BeroberoCorreia: Presidente Lula com a família de Marcelo Arruda, covardemente assassinado por um psicopata bolsonarista, no dia do seu…",Insatisfeito
729,"RT @jorgerpsuv: En nombre del Presidente de la República Nicolás Maduro, arribamos a la ciudad de Brasilia para acompañar a nuestro hermano…",Insatisfeito
730,RT @PedroRonchi2: O incrível caso de mulheres bolsonaristas que são contra a igualdade de salário entre homens e mulheres só porque é o Lul…,Insatisfeito
731,"RT @RonnyCombate: 🚨VEJA: Garoto interrompe fala do Presidente Lula e diz ""Oi Lula, eu te amo"".

Itaipu
Paris
Lexa
Macron https://t.co/B2g8S…",Insatisfeito
732,"RT @lazarorosa25: ""Eu orei, curei o Lula e ele não fez nada por mim e pela Record"". Olha o nível do ""cristão"".",Insatisfeito
733,"RT @EduGiraoOficial: COINCIDÊNCIA?Leniente c/invasões do MST,min petista do Des.Agrário de LULA é defensor da liberação da maconha.Será q q…",Insatisfeito
734,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
735,"RT @gazetadopovo: JR Guzzo: ""...É a terceira vez seguida, em apenas dois meses, que a política externa do Brasil se põe em posição frontalm…",Insatisfeito
736,"RT @PCO29: Há dois ministros no governo Lula ligados diretamente a Open Society e ao NED, subsidiária da CIA. É uma expressão do tamanho da…",Insatisfeito
737,o lula realmente tá precisando fazer essa gente arrumar um emprego https://t.co/wEK5NWYbd7 https://t.co/xAusALgdIb,Insatisfeito
738,RT @TerraBrasilnot: Desprezo? Internet chama a atenção para forma que Lula faz revista em militares durante evento; VEJA VÍDEO https://t.co…,Insatisfeito
739,"RT @lazarorosa25: Presidente Lula com a família de Marcelo Arruda, covardemente assassinado no dia do seu aniversário por um bolsonarista.…",Insatisfeito
740,"RT @FlavioBolsonaro: O governo Bolsonaro registrou queda HISTÓRICA de invasões de fazendas. Já no governo Lula, em poucos meses, as invasõe…",Insatisfeito
741,RT @BolsonaroSP: Quem dera todo brasileiro pudesse sair às ruas nas grandes cidades com a mesma tranquilidade que Flávio Dino chega na Maré…,Insatisfeito
742,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
743,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
744,"RT @elikatakimoto: Pausa para esse momento de fofura:

- Oi, Lula. Oi, Lula.
- Fala, querido.
- Eu te amo.
- Eu te amo também. https://t.co…",Insatisfeito
745,"RT @Zambelli2210: Novamente lula ataca e menospreza o esforço exaustivo e o mérito dos servidores concursados para justificar seus atos.

C…",Insatisfeito
746,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
747,"tava vendo um vídeo do Lula
simplesmente o presidente do Senac

por um momento esqueci que ele era vice governador do Paraná",Insatisfeito
748,"RT @AquinoEmanuel: Você pode achar que é um truque, mas, após os anos do bolsonarismo, aonde o ódio e a violência foram usados para fazer p…",Insatisfeito
749,RT @galaagenovaa: hacer estas cosas es mi sueño de cornuda https://t.co/BuF6F3JMJL,Insatisfeito
750,"RT @mariadorosario: Na posse da Itaipu Binacional, uma criança surpreendeu Lula. Veja que momento lindo! ❤️ https://t.co/pWrqeY9O0r",Insatisfeito
751,"RT @Zambelli2210: Novamente lula ataca e menospreza o esforço exaustivo e o mérito dos servidores concursados para justificar seus atos.

C…",Insatisfeito
752,RT @pesquisas_2022: 🚨FOFURA: Uma criança interrompeu a posse do novo diretor-geral da Itaipu para dizer que ama o Lula. O Presidente retrib…,Insatisfeito
753,"RT @nikolas_dm: Lula diz que banheiro trans é invenção de satanás e que obesidade é doença e faz piada sobre. Não importa o que diz, mas qu…",Insatisfeito
754,"RT @CarlosS48442375: Emocionante o encontro do Presidente Lula com a família de Marcelo Arruda, covardemente assassinado por um bolsonarist…",Insatisfeito
755,"Minha tia estava guardando dinheiro para construir a casa dela, quando veio esse confisco. O resultado é que ela le… https://t.co/hUD78w3lIx",Insatisfeito
756,"RT @nikolas_dm: Juntamente com @andrefernm e @filipebarrost, protocolamos na PGR um pedido de investigação contra Lula e Padilha pela compr…",Insatisfeito
757,@PedrinhoFields @GuilhermeBoulos Esse povo é cego Lula é ladrãozinho e todos são.,Insatisfeito
758,RT @OliverStuenkel: Brazilian President Lula said he will not visit Russia or Ukraine due to the ongoing war. I think that's the right deci…,Insatisfeito
759,"RT @splucasaugusto: A pergunta que não quer calar: afinal, por que o Luiz Inácio Lula da Silva quer tanto barrar essa CPMI??? https://t.co/…",Insatisfeito
760,"RT @TerraBrasilnot: Constarngimento: Âncora da CNN, militante de esquerda, é obrigada a dizer que pesquisa avaliou Lula como péssimo para a…",Insatisfeito
